carat,cut,color,clarity,table
0.41,Ideal,E,VS2,54.0
1.01,Premium,D,SI1,59.0
0.41,Premium,E,VS2,60.0
0.31,Ideal,G,VS1,53.0
1.06,Very Good,G,VS1,63.0
1.2,Very Good,I,VS2,59.0
0.81,Ideal,H,VS2,56.0
1.21,Very Good,J,SI1,58.0
1.35,Premium,H,SI2,58.0
1.16,Ideal,G,SI2,55.0
0.31,Ideal,F,VS1,56.0
1.07,Premium,H,SI2,58.0
1.22,Premium,E,SI2,60.0
0.3,Premium,H,VVS1,61.0
0.5,Very Good,D,SI2,58.0
0.82,Ideal,G,SI1,55.0
0.71,Ideal,E,SI2,57.0
0.41,Premium,F,VVS2,58.0
0.9,Premium,H,VS2,59.0
0.39,Ideal,G,IF,54.0
0.82,Ideal,D,SI1,56.0
0.7,Ideal,F,SI2,55.0
2.0,Good,F,SI1,62.0
0.33,Ideal,G,VS2,56.0
0.9,Premium,G,VS1,60.0
2.01,Ideal,J,SI2,55.0
0.71,Very Good,I,VS1,59.0
0.31,Premium,D,VS2,59.0
1.51,Premium,H,VS2,60.0
0.71,Very Good,G,VVS2,56.0
1.01,Premium,F,SI2,57.0
0.38,Premium,D,VS2,59.0
1.0,Ideal,F,VS2,57.0
1.02,Premium,F,SI1,62.0
0.44,Premium,G,SI1,60.0
0.9,Very Good,F,SI1,59.0
0.31,Premium,G,SI1,59.0
0.56,Ideal,G,SI1,55.0
0.59,Very Good,F,VS1,60.0
0.71,Very Good,D,SI1,55.0
1.02,Premium,G,SI2,58.0
1.01,Very Good,H,SI1,56.0
0.3,Ideal,D,VS2,54.0
0.41,Ideal,I,SI1,56.0
0.93,Premium,J,SI2,59.0
1.24,Ideal,G,SI1,55.0
1.06,Premium,G,SI2,62.0
0.3,Premium,H,VS2,58.0
1.5,Premium,F,SI1,59.0
0.42,Premium,G,VS1,58.0
0.34,Ideal,E,SI1,56.0
0.7,Ideal,I,SI1,54.0
1.0,Very Good,F,VS2,58.0
0.5,Ideal,E,SI1,57.0
0.31,Ideal,G,VVS2,56.0
0.76,Ideal,F,VS2,57.0
0.41,Ideal,D,VS2,57.0
0.27,Very Good,F,VVS1,59.0
0.71,Ideal,F,VS2,55.0
0.54,Ideal,G,VVS1,56.0
1.13,Ideal,I,VS2,57.0
1.07,Ideal,H,SI1,57.0
0.31,Ideal,E,VVS2,56.0
0.34,Very Good,D,SI1,58.0
0.72,Ideal,I,SI2,53.0
2.01,Good,I,VS1,60.0
0.7,Premium,E,SI2,59.0
1.21,Very Good,D,VS2,59.0
0.41,Premium,G,VVS1,59.0
0.5,Premium,D,SI1,59.0
0.33,Ideal,I,VVS1,55.0
0.9,Good,H,SI1,58.0
0.4,Premium,F,VS2,58.0
0.5,Very Good,E,VS1,56.0
0.78,Ideal,H,VS1,56.0
1.24,Ideal,G,IF,56.0
1.1,Premium,D,SI2,59.0
0.7,Ideal,G,VS2,55.0
0.91,Premium,E,SI2,58.0
1.01,Good,E,SI2,61.0
1.0,Very Good,F,VS2,56.0
0.72,Good,H,SI2,58.0
1.02,Ideal,G,VS2,57.0
0.72,Ideal,G,SI1,57.0
0.42,Ideal,H,IF,55.0
0.71,Ideal,D,SI1,57.0
0.32,Ideal,D,VS2,56.0
0.9,Good,D,SI2,58.0
1.54,Ideal,D,VS2,56.0
0.4,Ideal,E,VVS2,57.0
2.03,Ideal,I,SI1,55.0
0.33,Ideal,F,SI1,55.0
0.31,Very Good,G,VS2,58.0
0.9,Premium,D,SI1,61.0
0.56,Ideal,E,SI1,57.0
0.51,Ideal,H,VVS2,53.0
0.53,Ideal,G,VS1,55.0
0.85,Ideal,F,SI1,57.0
0.71,Very Good,H,VS2,56.0
1.02,Ideal,F,SI1,57.0
0.34,Ideal,H,VS1,56.0
0.52,Premium,E,VS2,60.0
1.0,Good,H,SI2,55.0
1.21,Ideal,G,VS1,56.0
0.3,Very Good,I,VS1,56.0
1.01,Very Good,F,VS2,57.0
2.21,Very Good,G,SI2,60.0
1.01,Premium,J,SI1,57.0
0.3,Premium,I,VS1,59.0
1.01,Ideal,G,VVS2,56.0
0.41,Premium,F,VS1,59.0
0.7,Very Good,H,VS2,55.0
0.73,Very Good,J,SI1,58.0
1.0,Good,E,SI1,54.0
0.53,Ideal,H,SI1,54.0
0.32,Good,D,SI1,65.0
1.5,Very Good,I,SI1,63.0
0.3,Ideal,G,VS1,57.0
0.31,Ideal,G,IF,56.0
0.31,Premium,G,SI2,58.0
0.71,Good,I,VS2,58.0
1.51,Good,I,VS1,58.0
0.72,Premium,J,VS2,59.0
0.3,Good,G,VVS1,57.0
0.7,Ideal,G,VS1,57.0
1.5,Ideal,I,VS2,59.0
1.2,Premium,E,SI2,57.0
1.11,Premium,H,SI1,60.0
0.7,Very Good,H,SI1,61.0
0.5,Ideal,D,VS2,56.0
1.01,Ideal,H,SI1,54.0
1.07,Premium,H,SI1,55.0
0.55,Ideal,E,VVS2,56.0
0.31,Ideal,E,SI1,56.0
0.9,Ideal,H,VS1,54.0
1.04,Ideal,J,SI2,57.0
0.32,Ideal,H,SI2,57.0
1.01,Premium,D,VS2,59.0
0.38,Premium,F,VS2,58.0
1.0,Premium,J,SI1,58.0
0.64,Ideal,F,VS1,56.0
0.4,Ideal,G,SI1,57.0
0.5,Ideal,G,VVS2,55.0
0.91,Premium,H,VS2,59.0
0.72,Good,E,VS1,61.0
1.52,Very Good,G,SI1,55.0
1.21,Ideal,I,SI1,54.0
1.01,Ideal,G,SI1,57.0
0.91,Ideal,E,SI1,56.0
0.32,Ideal,E,VVS1,57.0
1.04,Ideal,D,SI2,56.0
0.5,Premium,F,VS2,58.0
0.55,Ideal,H,SI1,54.0
1.51,Ideal,H,SI2,57.0
1.04,Premium,H,SI2,57.0
2.03,Premium,D,SI1,59.0
0.33,Very Good,H,VVS2,58.0
1.0,Premium,G,VS2,59.0
0.32,Very Good,G,VS2,61.0
0.7,Very Good,I,VVS1,59.0
0.35,Ideal,G,VS1,56.0
0.77,Ideal,F,VS1,55.0
1.23,Ideal,D,SI2,57.0
0.9,Good,G,VS2,57.0
1.0,Very Good,D,SI2,59.0
0.73,Ideal,D,VS1,57.0
1.2,Ideal,G,VS1,56.0
1.5,Good,E,SI1,58.0
0.7,Very Good,E,SI1,57.0
0.51,Ideal,G,VVS2,58.0
1.01,Very Good,F,SI1,60.0
0.71,Very Good,F,SI1,59.0
0.3,Ideal,G,IF,54.0
0.39,Ideal,I,VVS1,57.0
0.36,Ideal,E,SI1,55.0
1.52,Premium,F,VS2,59.0
1.3,Ideal,E,SI2,56.0
0.71,Ideal,E,SI1,57.0
1.54,Good,I,VS2,57.0
0.32,Ideal,G,IF,55.0
1.0,Very Good,H,SI2,58.0
0.72,Ideal,E,SI1,56.0
0.3,Ideal,J,VVS2,54.0
2.11,Premium,H,SI2,55.0
0.73,Ideal,F,SI1,54.0
0.4,Ideal,G,SI1,53.0
1.01,Ideal,F,SI2,54.0
1.18,Ideal,G,VVS2,54.0
0.4,Ideal,G,SI2,54.0
0.3,Ideal,F,VVS1,55.0
1.08,Ideal,H,SI2,56.0
0.32,Ideal,G,SI1,54.0
0.57,Ideal,E,VS1,56.0
0.54,Ideal,E,SI1,55.0
0.81,Ideal,F,SI1,57.0
0.51,Very Good,F,SI1,61.0
2.03,Ideal,I,VS2,57.0
1.02,Premium,H,VS1,59.0
0.9,Ideal,F,SI2,56.0
1.01,Very Good,G,VS2,57.0
0.64,Good,G,VS1,58.4
0.41,Ideal,I,SI2,56.0
0.3,Premium,H,VVS2,58.0
0.28,Very Good,E,VVS2,60.0
0.71,Very Good,G,VS1,56.0
0.51,Ideal,E,VVS2,57.0
0.33,Premium,I,VVS2,58.0
1.0,Premium,F,SI1,56.0
2.05,Premium,H,SI2,55.0
1.3,Very Good,H,SI1,56.0
0.51,Premium,G,VS2,58.0
0.31,Very Good,G,VS2,58.0
1.6,Very Good,H,SI2,53.0
0.7,Premium,D,VS1,59.0
1.06,Premium,G,SI2,57.0
1.01,Ideal,G,SI1,56.0
0.39,Ideal,F,VVS2,57.0
0.4,Good,J,VS2,55.0
0.3,Good,H,SI1,57.0
0.3,Ideal,G,VS2,55.0
0.31,Ideal,F,SI1,58.0
0.37,Ideal,F,VS1,56.0
0.9,Ideal,I,VVS2,56.0
0.71,Ideal,D,VS2,56.0
1.56,Premium,I,VS2,56.0
1.09,Ideal,G,VS2,57.0
0.3,Ideal,D,VS2,54.0
0.41,Ideal,E,VVS2,56.0
0.5,Premium,G,VS2,58.0
1.55,Ideal,I,SI2,59.0
0.26,Very Good,F,VS1,57.0
0.74,Very Good,E,VVS2,56.0
0.9,Premium,F,SI2,59.0
0.52,Ideal,G,VVS2,57.0
0.4,Good,F,VVS1,55.0
0.54,Ideal,G,VVS2,57.0
0.58,Ideal,G,SI1,54.0
0.42,Ideal,G,SI1,57.0
0.42,Premium,I,VS1,58.0
1.55,Premium,G,SI1,58.0
1.31,Premium,H,VVS2,58.0
0.51,Ideal,F,SI1,55.0
2.01,Premium,I,SI2,60.0
0.9,Ideal,E,SI1,55.0
2.03,Ideal,E,SI2,55.0
0.25,Premium,F,VVS1,59.0
0.3,Premium,G,SI1,60.0
0.71,Ideal,E,VS1,57.0
0.54,Ideal,E,VS2,57.0
0.83,Premium,E,SI2,62.0
0.83,Ideal,H,VS1,57.0
1.51,Ideal,E,VS2,57.0
0.71,Premium,F,SI1,59.0
0.5,Ideal,E,VVS2,57.0
0.62,Premium,H,VVS1,57.0
1.57,Premium,F,SI1,59.0
0.3,Ideal,G,VS2,54.0
1.03,Premium,H,VS2,58.0
2.02,Premium,H,SI2,57.0
0.32,Ideal,G,VS1,54.0
0.51,Very Good,F,VS2,59.0
1.51,Ideal,I,VS1,56.0
1.02,Ideal,D,SI1,55.0
0.5,Good,G,VVS2,61.0
0.32,Very Good,H,SI1,55.0
1.06,Premium,D,SI1,58.0
0.72,Ideal,I,VS1,56.0
1.23,Premium,H,SI1,58.0
0.63,Ideal,G,VS1,56.0
1.01,Premium,D,VS1,58.0
1.05,Premium,F,SI2,57.0
0.77,Ideal,E,SI1,56.0
0.9,Good,I,VS2,62.0
0.54,Ideal,H,VVS1,55.0
0.39,Premium,F,VS2,59.0
0.34,Ideal,F,VS2,56.0
0.38,Ideal,G,SI1,56.0
1.02,Premium,F,VS1,58.0
1.06,Premium,E,SI2,58.0
1.22,Premium,I,VS1,59.0
0.33,Ideal,I,VS1,55.0
1.17,Ideal,G,VS1,56.0
1.5,Premium,H,SI2,60.0
2.11,Ideal,I,SI2,54.0
0.9,Ideal,I,VVS1,56.0
0.43,Ideal,D,VS1,54.0
1.01,Good,H,SI2,57.0
0.9,Very Good,E,SI1,57.0
0.46,Very Good,F,VS1,59.0
2.0,Good,E,SI2,61.0
1.01,Very Good,G,SI1,59.0
0.39,Good,J,VS2,61.0
0.33,Very Good,I,VVS2,59.0
0.33,Ideal,G,VVS2,57.0
0.71,Premium,E,SI1,58.0
0.75,Very Good,F,IF,54.0
0.43,Premium,E,VS1,59.0
0.54,Premium,F,VS2,59.0
0.27,Very Good,E,VS1,55.0
0.31,Very Good,E,SI1,57.0
2.26,Ideal,E,SI2,57.0
1.52,Premium,J,VS1,59.0
0.33,Ideal,H,VVS1,57.0
0.55,Ideal,F,VS1,57.0
0.53,Ideal,F,VVS2,57.0
0.54,Ideal,D,SI1,56.0
1.02,Ideal,G,SI2,56.0
0.24,Very Good,F,VS2,58.0
2.25,Premium,H,SI2,58.0
1.01,Very Good,I,VS2,59.0
1.0,Fair,F,SI1,58.0
1.23,Very Good,I,SI1,60.0
0.9,Premium,D,SI2,59.0
1.01,Ideal,G,VS1,57.0
2.01,Premium,H,SI1,60.0
0.51,Very Good,G,SI1,56.0
1.1,Ideal,F,SI2,54.0
0.51,Very Good,G,SI2,59.0
1.07,Good,D,VS1,63.0
2.0,Premium,D,SI2,59.0
0.6,Ideal,E,VS2,57.0
0.3,Ideal,G,VS1,56.0
1.04,Premium,F,VS1,58.0
2.07,Ideal,I,SI1,57.0
0.71,Very Good,E,VS2,59.0
0.33,Ideal,E,IF,55.0
0.55,Ideal,F,VS2,57.0
0.74,Ideal,E,VS2,57.0
0.57,Ideal,E,VS1,54.0
0.7,Premium,F,VS1,59.0
0.41,Ideal,G,VS1,55.0
1.1,Premium,H,SI1,58.0
1.5,Premium,G,VS1,59.0
0.24,Ideal,F,VVS1,56.0
0.51,Very Good,G,SI2,55.0
0.33,Ideal,D,VS1,55.0
0.4,Ideal,F,SI1,56.0
1.52,Good,I,VS2,55.0
2.01,Premium,F,SI1,58.0
1.62,Premium,H,VS1,59.0
1.01,Premium,F,VS2,59.0
1.14,Ideal,G,VS2,57.0
1.04,Ideal,E,SI1,55.0
0.73,Ideal,E,VS2,56.0
1.01,Premium,E,SI1,58.0
0.7,Good,J,VS2,64.0
0.71,Good,H,SI2,58.0
1.7,Very Good,F,SI1,59.0
0.25,Ideal,F,IF,54.0
1.07,Very Good,F,SI2,57.0
0.53,Ideal,G,VVS1,55.0
1.25,Ideal,G,VVS1,56.0
2.0,Ideal,H,VS2,57.0
2.0,Good,E,SI2,59.0
0.38,Ideal,E,VVS2,56.0
1.5,Ideal,H,SI2,57.0
0.4,Premium,G,VVS1,58.0
0.57,Ideal,F,VS1,57.0
0.5,Ideal,E,VS1,54.0
0.32,Good,H,SI1,57.0
1.23,Ideal,G,VS2,53.0
0.31,Good,G,SI1,55.0
0.4,Good,I,SI1,56.0
0.31,Very Good,F,VVS2,57.6
0.71,Ideal,G,SI2,55.0
1.56,Premium,H,VS2,58.0
0.96,Premium,F,SI2,59.0
0.53,Ideal,G,SI2,55.0
1.11,Premium,F,VS2,60.0
0.7,Ideal,E,SI1,57.0
0.71,Premium,F,VVS1,56.0
1.0,Very Good,H,VS1,63.0
1.5,Very Good,F,SI1,57.0
0.6,Premium,D,VS2,61.0
0.3,Ideal,D,SI2,56.0
0.4,Very Good,I,VVS1,58.0
0.8,Ideal,G,SI1,54.0
0.47,Premium,E,SI2,62.0
0.33,Premium,E,VS2,58.0
0.71,Ideal,G,SI2,55.0
0.8,Ideal,E,VS2,56.0
0.71,Ideal,D,SI2,57.0
0.36,Good,E,VS2,56.0
0.3,Ideal,D,VVS2,55.0
0.78,Premium,E,SI1,58.0
0.61,Ideal,D,SI1,55.0
0.47,Very Good,G,VVS2,56.0
1.01,Very Good,E,SI2,55.0
1.02,Very Good,F,SI1,57.0
0.73,Ideal,E,VS1,55.0
0.53,Premium,F,VS2,58.0
0.54,Premium,H,VVS1,58.0
0.71,Very Good,G,VVS1,56.0
1.01,Ideal,E,SI2,59.0
0.71,Ideal,E,VS2,56.0
0.41,Ideal,D,VS2,55.0
1.01,Very Good,I,SI2,61.0
0.39,Premium,G,VS2,58.0
1.27,Ideal,E,VS2,56.0
2.0,Premium,I,SI2,60.0
0.53,Ideal,E,SI1,56.0
0.51,Very Good,F,VVS2,56.0
1.5,Very Good,H,SI2,59.0
0.23,Very Good,E,VVS1,58.0
0.34,Ideal,D,SI1,55.0
0.9,Premium,F,SI1,61.0
0.3,Ideal,D,SI1,55.0
1.03,Premium,H,SI2,58.0
0.72,Ideal,F,SI1,55.0
0.4,Ideal,F,VS2,56.0
0.43,Ideal,F,VVS1,57.0
0.51,Ideal,E,VS2,57.0
2.01,Premium,H,SI1,59.0
0.3,Ideal,H,IF,54.0
0.7,Premium,D,SI1,60.0
0.31,Very Good,G,VS2,56.0
0.91,Ideal,G,SI1,57.0
0.41,Ideal,E,VS1,57.0
1.57,Ideal,J,VS1,58.0
0.4,Very Good,E,SI1,59.0
1.13,Premium,H,VS2,59.0
0.35,Ideal,D,SI1,55.0
1.0,Ideal,F,VS2,56.0
1.05,Premium,G,VS2,58.0
0.42,Ideal,H,VS2,55.0
0.32,Ideal,D,VS1,56.0
0.3,Premium,D,VS2,59.0
0.34,Ideal,H,VS1,55.0
1.06,Ideal,G,VVS2,55.0
0.56,Ideal,H,SI2,57.0
0.94,Premium,E,SI1,58.0
0.31,Ideal,F,VS2,57.0
0.51,Premium,F,VS1,58.0
0.7,Very Good,E,SI1,60.0
0.9,Very Good,G,SI2,60.0
1.31,Ideal,H,VS2,54.0
0.5,Ideal,E,VS2,57.0
1.05,Ideal,E,VVS1,57.0
0.54,Ideal,F,SI2,56.0
2.19,Good,D,SI2,60.0
0.38,Ideal,F,VS1,55.0
0.4,Ideal,D,SI2,57.0
1.52,Ideal,I,VS2,56.0
1.01,Ideal,E,SI1,57.0
1.51,Premium,I,SI2,57.0
0.71,Very Good,G,SI2,62.0
1.03,Very Good,F,SI1,58.0
0.3,Ideal,E,VS2,55.0
0.31,Very Good,H,SI1,59.0
0.53,Ideal,E,VS2,55.0
1.27,Very Good,I,VS2,57.0
0.45,Ideal,D,VS1,56.0
1.51,Very Good,G,VS1,60.0
0.31,Ideal,G,VS1,56.0
0.31,Ideal,E,SI1,55.0
0.33,Good,G,VS1,56.0
0.7,Very Good,G,SI1,55.0
0.33,Very Good,H,VS1,57.0
0.56,Ideal,G,SI1,54.0
0.42,Ideal,D,VS2,57.0
1.71,Very Good,F,SI1,58.0
0.6,Ideal,H,VS2,57.0
1.0,Fair,D,SI2,68.0
1.04,Ideal,G,VS2,56.0
0.32,Ideal,D,SI1,55.0
0.53,Ideal,E,VS2,57.0
0.7,Ideal,D,SI1,56.0
1.03,Ideal,I,VS2,56.0
0.33,Premium,G,VVS1,59.0
0.42,Ideal,E,VS2,57.0
0.32,Premium,H,VS1,59.0
1.66,Premium,I,SI1,59.0
1.07,Ideal,D,VS1,57.0
0.31,Ideal,G,VVS1,56.0
1.13,Ideal,F,VS1,57.0
0.33,Ideal,D,VS2,55.0
1.66,Ideal,G,VS2,55.0
1.01,Ideal,G,SI1,59.0
0.4,Ideal,E,VS1,55.0
1.22,Very Good,F,VVS2,59.0
1.1,Very Good,F,SI2,59.0
0.31,Premium,G,VS1,58.0
1.5,Premium,J,VS2,59.0
0.77,Ideal,H,VS2,57.0
0.33,Ideal,E,VVS1,56.0
0.7,Ideal,F,SI1,57.0
0.34,Ideal,H,VVS2,55.0
0.32,Ideal,E,SI1,57.0
0.32,Ideal,H,VS1,56.0
0.37,Very Good,H,IF,55.0
0.34,Ideal,G,VS2,56.0
0.36,Ideal,D,VS2,55.0
1.0,Fair,J,SI1,54.0
0.7,Good,F,VS2,55.0
0.37,Ideal,D,VS2,57.0
0.7,Ideal,F,VS2,56.0
0.31,Very Good,G,SI1,56.0
1.19,Premium,I,SI1,59.0
0.62,Very Good,E,SI2,58.0
0.52,Ideal,E,IF,56.0
0.3,Very Good,I,VS2,55.0
0.75,Good,D,SI2,62.0
0.5,Premium,G,SI1,57.0
1.56,Premium,I,SI1,58.0
0.93,Premium,F,SI2,60.0
0.3,Ideal,E,VVS1,57.0
1.19,Ideal,G,SI2,57.0
1.7,Ideal,D,SI1,55.0
0.56,Ideal,G,IF,54.0
0.71,Very Good,E,SI2,55.0
0.4,Premium,F,VS2,58.0
1.01,Premium,H,VS2,61.0
1.51,Premium,G,SI1,60.0
0.91,Very Good,H,VS1,59.0
0.31,Ideal,I,VS2,57.0
1.02,Ideal,I,SI2,56.0
0.39,Ideal,I,VVS1,56.0
1.09,Very Good,H,SI1,57.0
0.53,Ideal,F,VVS2,56.0
0.5,Good,F,VS2,61.0
0.53,Ideal,F,VVS2,56.0
1.59,Ideal,G,VS2,57.0
0.36,Ideal,J,IF,56.0
0.7,Very Good,G,SI1,55.0
0.3,Premium,G,VVS1,58.0
1.63,Premium,G,SI1,58.0
0.72,Ideal,F,VS2,56.0
2.01,Very Good,E,SI2,60.0
2.01,Very Good,I,VS1,60.0
1.0,Good,F,SI2,55.0
1.18,Very Good,G,SI1,62.0
0.23,Very Good,F,VVS1,59.0
1.21,Ideal,D,VS2,55.0
1.26,Premium,G,SI1,58.0
1.01,Very Good,F,VS2,58.0
0.61,Very Good,D,SI1,56.0
1.0,Very Good,F,VVS1,58.0
1.61,Ideal,G,VS2,56.0
0.41,Ideal,F,IF,55.0
0.7,Premium,F,SI1,58.0
1.0,Very Good,H,SI2,60.0
0.53,Ideal,H,VS2,54.0
0.71,Very Good,H,VS1,57.0
1.0,Premium,G,SI1,58.0
0.3,Ideal,H,IF,55.0
0.28,Very Good,G,VVS1,55.0
0.39,Ideal,E,VS1,57.0
0.5,Ideal,E,VS2,57.0
1.5,Very Good,D,SI1,59.0
0.31,Premium,E,VS1,58.0
1.16,Ideal,H,SI1,56.0
0.83,Premium,E,VS1,58.0
2.02,Ideal,G,SI2,57.0
1.04,Premium,D,SI1,60.0
0.9,Very Good,D,SI1,59.0
1.09,Ideal,H,SI1,55.0
0.59,Ideal,G,VVS1,58.0
1.0,Very Good,D,SI2,60.0
0.3,Very Good,G,VS1,59.0
1.51,Ideal,G,VVS2,56.0
1.15,Ideal,I,VS2,56.0
1.52,Premium,D,SI1,58.0
1.52,Premium,J,VS2,58.0
0.71,Very Good,E,SI2,58.0
2.14,Very Good,I,SI1,58.0
1.01,Ideal,D,SI1,56.0
1.01,Ideal,H,SI1,56.0
2.02,Fair,G,SI2,56.0
0.3,Ideal,E,VS2,57.0
0.31,Ideal,D,VS2,57.0
0.23,Very Good,E,VVS2,55.0
2.14,Ideal,I,SI2,53.0
0.5,Very Good,F,VS2,56.0
0.4,Ideal,J,SI1,57.0
1.06,Ideal,I,SI2,60.0
0.33,Premium,F,VS2,59.0
0.74,Ideal,I,VS2,58.0
1.21,Good,I,SI1,58.0
1.21,Premium,H,VS2,58.0
0.35,Premium,E,SI1,60.0
0.56,Very Good,F,VS1,57.0
1.51,Good,J,SI1,59.0
0.71,Premium,E,SI2,55.0
0.5,Ideal,D,SI1,53.0
0.32,Very Good,E,SI1,58.0
1.0,Premium,G,VS2,58.0
1.15,Ideal,H,SI1,57.0
1.09,Ideal,D,SI2,56.0
0.61,Very Good,E,VVS2,57.0
0.31,Very Good,I,VS1,60.0
0.32,Ideal,G,SI1,55.0
0.32,Very Good,F,VS2,60.0
1.03,Premium,F,SI1,59.0
1.26,Premium,G,VS2,58.0
0.31,Ideal,E,SI1,57.0
0.71,Ideal,F,SI2,57.0
0.8,Premium,F,SI1,59.0
0.75,Premium,F,VS2,59.0
0.72,Ideal,D,VS1,56.0
0.3,Very Good,H,VVS2,56.0
0.31,Premium,G,VS2,58.0
1.22,Premium,G,SI2,61.0
1.51,Premium,J,VS1,59.0
0.42,Ideal,H,VVS1,56.0
0.54,Ideal,F,VS2,55.0
1.21,Ideal,I,VS1,58.0
0.71,Premium,F,VS2,59.0
2.03,Ideal,H,VS2,57.0
1.01,Premium,H,VS2,60.0
1.03,Premium,F,VS2,58.0
1.03,Premium,F,SI2,58.0
1.6,Premium,F,VS1,58.0
0.44,Ideal,E,VS2,55.0
1.0,Very Good,F,VS2,59.0
0.9,Premium,D,SI2,62.0
0.3,Good,J,VS1,55.0
1.57,Premium,J,VS1,59.0
1.32,Ideal,G,VVS2,56.0
1.52,Ideal,G,SI1,57.0
1.36,Very Good,H,VS2,59.0
0.3,Ideal,F,VS2,54.0
1.51,Very Good,I,SI2,58.0
2.06,Ideal,I,VS2,57.0
0.51,Ideal,G,VVS2,56.0
0.7,Ideal,D,VS2,56.0
0.32,Very Good,D,SI1,57.0
0.7,Ideal,E,VS2,54.0
0.42,Premium,F,SI1,58.0
0.28,Very Good,H,VVS1,62.0
0.42,Very Good,G,VS1,59.0
0.9,Very Good,G,SI2,57.0
1.5,Very Good,G,VS1,59.0
0.53,Ideal,D,VS2,56.0
1.11,Premium,H,VVS1,58.0
1.03,Ideal,H,VS2,57.0
0.9,Very Good,H,SI1,60.0
0.53,Very Good,G,VS2,57.0
0.31,Ideal,D,SI2,56.0
1.39,Very Good,G,SI2,58.0
0.71,Premium,G,SI1,61.0
1.52,Ideal,E,VS2,57.0
0.53,Very Good,E,SI1,55.0
0.3,Ideal,G,VVS2,57.0
1.2,Premium,I,VS2,60.0
1.07,Premium,D,SI2,58.0
0.7,Ideal,D,SI1,56.0
1.01,Premium,H,VS2,58.0
0.52,Very Good,E,VS2,58.0
0.33,Ideal,G,VS1,54.0
0.23,Very Good,E,VVS1,58.0
0.61,Ideal,D,VS2,55.0
1.5,Premium,I,SI1,60.0
0.71,Ideal,G,SI1,56.0
0.25,Very Good,H,VVS2,56.0
0.5,Very Good,D,SI2,57.0
0.41,Ideal,I,VVS1,55.0
1.5,Premium,G,VS2,58.0
0.73,Premium,D,SI1,59.0
1.01,Very Good,G,VS2,59.0
0.4,Ideal,E,VS1,56.0
0.4,Premium,G,VS2,58.0
0.44,Ideal,E,SI1,56.0
0.57,Ideal,D,VS1,57.0
0.35,Ideal,F,VVS1,57.0
1.5,Very Good,I,SI1,59.0
2.02,Good,H,SI1,60.0
1.31,Ideal,H,VS1,55.0
1.13,Premium,I,VS2,57.0
0.3,Very Good,H,SI1,63.0
0.33,Good,H,SI1,56.0
0.52,Very Good,G,VS1,58.0
0.3,Ideal,G,SI2,57.0
0.33,Premium,D,SI1,58.0
1.04,Ideal,G,SI1,57.0
0.7,Ideal,G,SI2,57.0
1.0,Good,G,VVS1,57.0
1.5,Fair,I,SI1,59.0
1.02,Very Good,H,VS2,59.0
1.01,Premium,H,SI1,61.0
0.7,Very Good,G,VS1,57.0
0.7,Premium,G,SI1,60.0
0.32,Ideal,G,VVS1,56.0
0.57,Ideal,D,SI1,57.0
1.05,Premium,H,VS2,59.0
0.33,Ideal,G,VVS2,56.0
0.7,Premium,E,VS2,60.0
0.34,Ideal,G,VS2,55.0
1.32,Ideal,I,SI1,57.0
0.42,Ideal,E,VS2,56.0
0.41,Premium,E,VVS2,59.0
0.31,Premium,E,VVS1,58.0
1.32,Ideal,G,VS1,56.0
0.32,Ideal,G,VS2,57.0
0.51,Ideal,E,VS2,56.0
0.5,Premium,G,VS1,58.0
0.3,Ideal,H,IF,57.0
2.01,Ideal,I,SI1,57.0
1.56,Ideal,G,VS1,57.0
1.01,Good,E,SI2,59.0
1.02,Premium,G,SI1,60.0
0.32,Premium,G,VVS1,57.0
0.42,Ideal,H,SI1,57.0
0.74,Ideal,E,VS2,56.0
0.31,Very Good,D,VS1,55.0
0.3,Very Good,F,IF,58.0
1.53,Premium,G,SI2,60.0
0.54,Ideal,H,SI1,56.0
1.0,Good,H,SI1,60.0
0.31,Premium,F,VS2,58.0
0.9,Very Good,D,SI2,56.0
1.14,Premium,F,VS1,59.0
0.5,Premium,E,VVS2,58.0
0.4,Very Good,F,VS1,58.7
0.42,Premium,F,SI1,56.0
1.01,Ideal,D,SI2,57.0
0.7,Premium,H,SI1,59.0
1.13,Very Good,J,SI1,58.0
0.7,Ideal,F,SI1,55.0
1.16,Ideal,F,SI2,56.0
0.33,Premium,F,VS2,58.0
1.2,Ideal,I,SI2,59.0
0.51,Premium,D,VS2,60.0
0.9,Very Good,D,SI2,59.0
0.7,Ideal,E,VS2,56.0
0.42,Ideal,G,VVS1,55.0
0.53,Ideal,H,VS2,57.0
0.33,Ideal,G,VS2,57.0
0.9,Very Good,H,SI1,57.0
0.31,Good,G,VS1,57.0
0.72,Ideal,G,SI1,56.0
0.71,Ideal,E,VS2,56.0
0.42,Premium,D,VS1,60.0
0.78,Premium,E,VS2,58.0
0.7,Premium,G,SI1,59.0
0.32,Premium,G,VS2,58.0
0.33,Ideal,F,SI1,55.0
0.51,Ideal,H,VS2,55.0
0.33,Ideal,F,VS2,56.0
2.02,Good,G,SI2,60.0
1.24,Premium,E,SI1,59.0
0.74,Very Good,D,SI2,59.0
2.01,Premium,I,VS2,60.0
2.03,Premium,I,SI1,61.0
0.3,Ideal,G,VS1,55.0
1.54,Premium,D,SI2,58.0
0.37,Premium,D,VS1,60.0
2.03,Premium,I,SI2,61.0
