carat,table,color,clarity
0.3,58.0,4.0,3.0
1.19,55.0,2.0,4.0
1.5,59.0,4.0,3.0
0.3,57.0,2.0,5.0
1.5,57.0,6.0,1.0
0.36,56.0,3.0,0.0
1.02,59.0,6.0,2.0
1.5,58.0,1.0,1.0
0.3,57.0,6.0,5.0
1.53,57.0,3.0,4.0
0.31,56.0,6.0,3.0
0.41,60.0,5.0,4.0
0.41,56.0,2.0,6.0
0.91,62.0,5.0,1.0
0.31,56.0,0.0,4.0
1.01,56.0,6.0,2.0
0.41,57.0,4.0,4.0
0.7,58.0,4.0,4.0
2.01,58.0,0.0,4.0
0.7,56.0,3.0,4.0
0.52,57.0,5.0,3.0
0.52,55.0,5.0,2.0
0.51,57.0,5.0,2.0
0.41,59.0,4.0,3.0
0.31,57.0,2.0,3.0
0.51,57.0,2.0,2.0
1.5,60.0,2.0,2.0
0.39,54.0,5.0,5.0
0.4,54.0,4.0,4.0
1.0,59.0,4.0,5.0
0.52,55.0,4.0,4.0
0.35,59.0,3.0,5.0
1.02,58.0,5.0,3.0
0.32,55.0,3.0,4.0
2.18,59.0,2.0,1.0
0.59,56.0,3.0,4.0
0.7,57.0,1.0,2.0
0.3,57.0,3.0,4.0
1.07,57.0,3.0,4.0
2.01,57.0,1.0,3.0
1.54,57.0,3.0,4.0
2.31,58.0,1.0,2.0
0.4,56.0,4.0,6.0
0.32,55.0,1.0,4.0
0.31,56.0,3.0,5.0
0.57,57.0,4.0,2.0
0.31,54.0,3.0,4.0
0.52,56.0,6.0,3.0
0.56,56.0,4.0,3.0
0.73,56.0,2.0,2.0
0.57,57.0,2.0,6.0
1.04,58.0,1.0,1.0
0.5,57.0,5.0,2.0
0.92,57.0,1.0,4.0
0.9,61.0,3.0,1.0
0.53,57.0,3.0,3.0
1.13,60.0,6.0,2.0
0.57,59.0,5.0,4.0
0.41,56.0,4.0,4.0
1.09,56.0,1.0,2.0
1.07,57.0,5.0,3.0
0.7,64.0,6.0,2.0
0.5,60.0,3.0,2.0
0.7,55.0,5.0,1.0
0.34,57.0,1.0,6.0
0.32,57.0,1.0,3.0
0.3,55.0,3.0,5.0
0.34,56.0,4.0,5.0
0.85,57.0,5.0,2.0
1.01,58.0,3.0,2.0
0.71,57.0,4.0,1.0
1.53,59.0,3.0,3.0
0.8,55.0,5.0,3.0
1.04,57.0,4.0,3.0
1.51,57.0,5.0,3.0
0.71,56.0,6.0,4.0
1.01,56.0,4.0,2.0
1.0,59.0,3.0,1.0
1.02,60.0,6.0,1.0
1.5,58.0,3.0,4.0
0.5,56.0,6.0,2.0
0.9,61.0,6.0,1.0
0.57,56.0,6.0,3.0
0.34,55.0,1.0,4.0
0.41,57.0,1.0,2.0
0.51,56.0,3.0,7.0
1.5,57.0,1.0,4.0
1.0,57.0,2.0,2.0
0.32,59.0,3.0,3.0
0.41,57.0,2.0,4.0
0.3,56.0,1.0,4.0
0.31,56.0,2.0,4.0
0.53,54.0,0.0,2.0
0.5,55.0,1.0,2.0
1.0,62.0,3.0,5.0
0.53,56.0,3.0,5.0
1.2,56.0,2.0,1.0
0.32,55.0,5.0,5.0
0.9,58.0,5.0,2.0
0.31,55.0,3.0,7.0
0.43,55.0,3.0,5.0
2.09,60.0,2.0,1.0
0.34,55.0,1.0,2.0
0.52,56.0,3.0,4.0
0.3,56.0,1.0,3.0
1.0,58.0,4.0,2.0
1.0,58.0,4.0,2.0
1.02,61.0,6.0,1.0
0.24,55.0,4.0,6.0
2.14,58.0,2.0,1.0
0.33,56.0,3.0,7.0
1.52,60.0,3.0,2.0
1.0,56.0,3.0,2.0
0.53,54.0,4.0,3.0
0.52,55.0,3.0,2.0
0.3,55.0,3.0,1.0
1.0,59.0,6.0,3.0
0.73,59.0,4.0,2.0
1.02,59.0,3.0,1.0
1.02,56.0,3.0,2.0
1.5,59.0,0.0,5.0
0.7,59.0,1.0,4.0
1.24,54.0,3.0,3.0
0.5,57.0,6.0,1.0
1.3,59.0,2.0,4.0
0.72,57.0,2.0,4.0
0.8,57.0,6.0,2.0
1.04,60.0,2.0,3.0
0.37,57.0,5.0,6.0
1.5,59.0,4.0,3.0
1.59,54.0,1.0,2.0
0.33,56.0,5.0,3.0
0.36,55.0,1.0,3.0
0.7,56.0,5.0,1.0
0.5,61.0,4.0,2.0
0.52,57.0,4.0,2.0
0.54,57.0,6.0,2.0
1.6,57.0,2.0,2.0
0.71,58.0,4.0,2.0
0.24,59.0,2.0,4.0
0.51,59.0,5.0,3.0
1.22,55.0,1.0,7.0
1.51,61.0,1.0,1.0
0.4,54.0,5.0,4.0
1.05,56.0,3.0,1.0
1.5,59.0,3.0,4.0
0.55,57.0,5.0,4.0
0.56,56.0,5.0,5.0
0.9,56.0,4.0,1.0
1.13,59.0,6.0,1.0
0.8,61.0,5.0,3.0
0.25,54.0,4.0,5.0
0.7,63.0,5.0,2.0
0.5,55.0,4.0,5.0
1.23,58.0,0.0,2.0
0.9,57.0,4.0,1.0
1.5,58.0,3.0,3.0
0.46,57.0,6.0,4.0
1.01,54.0,4.0,3.0
2.02,57.0,2.0,2.0
0.43,58.0,5.0,4.0
0.7,60.0,3.0,3.0
0.59,58.0,5.0,4.0
0.36,57.0,2.0,6.0
0.31,60.0,2.0,7.0
0.55,56.0,3.0,1.0
0.56,55.0,4.0,6.0
0.71,58.0,0.0,2.0
0.38,57.0,5.0,5.0
0.3,58.0,2.0,4.0
1.07,56.0,3.0,3.0
0.76,55.0,1.0,5.0
0.51,55.0,5.0,3.0
0.32,55.0,1.0,7.0
0.72,57.0,3.0,2.0
1.02,57.0,5.0,2.0
0.31,56.0,3.0,5.0
0.35,56.0,6.0,3.0
1.5,59.0,5.0,3.0
0.72,56.0,4.0,3.0
1.11,59.0,1.0,1.0
0.51,57.0,6.0,4.0
2.01,61.0,3.0,1.0
0.56,57.0,4.0,3.0
0.5,55.0,3.0,2.0
0.78,57.0,1.0,3.0
0.31,57.0,4.0,6.0
1.03,56.0,5.0,2.0
0.57,55.0,1.0,3.0
0.3,58.0,1.0,2.0
1.26,57.0,3.0,6.0
0.5,59.0,4.0,4.0
0.32,58.0,1.0,3.0
0.3,56.0,3.0,7.0
0.32,57.0,3.0,3.0
0.26,55.0,4.0,5.0
0.37,57.0,3.0,7.0
0.73,55.0,5.0,2.0
0.55,55.0,4.0,4.0
1.5,60.0,3.0,1.0
1.01,59.0,2.0,2.0
1.12,57.0,3.0,4.0
1.22,58.0,3.0,2.0
0.41,57.0,3.0,7.0
1.16,56.0,5.0,2.0
0.7,57.0,4.0,4.0
0.35,59.0,4.0,3.0
2.2,55.0,1.0,1.0
0.54,55.0,6.0,2.0
1.52,58.0,0.0,2.0
1.03,58.0,3.0,3.0
0.51,58.0,5.0,3.0
0.3,55.0,4.0,5.0
1.27,58.0,2.0,2.0
0.41,59.0,4.0,5.0
1.52,60.0,1.0,2.0
0.3,55.0,5.0,3.0
0.3,58.0,2.0,1.0
1.03,56.0,2.0,1.0
0.73,55.0,5.0,3.0
0.57,57.0,1.0,6.0
0.3,57.0,4.0,3.0
1.51,61.0,2.0,4.0
1.31,58.0,0.0,3.0
0.34,58.0,3.0,3.0
1.21,59.0,1.0,3.0
0.7,59.0,5.0,1.0
0.71,59.0,6.0,3.0
2.01,58.0,1.0,1.0
0.54,57.0,6.0,4.0
0.71,61.0,5.0,1.0
1.14,56.0,3.0,2.0
0.76,56.0,5.0,3.0
1.12,56.0,3.0,1.0
1.05,57.0,2.0,3.0
0.32,55.0,3.0,3.0
0.52,57.0,5.0,3.0
0.3,54.0,3.0,5.0
0.32,57.0,1.0,3.0
0.93,56.0,3.0,2.0
0.32,56.0,2.0,3.0
2.17,58.0,3.0,1.0
0.77,56.0,5.0,1.0
0.52,60.0,6.0,3.0
1.51,55.0,1.0,3.0
0.3,56.0,4.0,3.0
0.52,59.0,6.0,3.0
1.03,57.0,1.0,1.0
0.86,53.0,1.0,2.0
0.5,56.0,6.0,3.0
0.31,54.0,5.0,3.0
0.33,56.0,5.0,3.0
0.57,56.0,2.0,4.0
0.71,55.0,5.0,4.0
0.55,54.0,3.0,1.0
0.31,57.0,1.0,6.0
1.5,57.0,0.0,2.0
0.7,56.0,4.0,6.0
0.7,58.0,1.0,5.0
0.34,57.0,3.0,3.0
0.55,57.0,5.0,2.0
1.05,57.0,3.0,3.0
0.3,55.0,2.0,1.0
0.31,56.0,3.0,4.0
0.71,62.0,5.0,2.0
0.55,58.0,4.0,3.0
1.01,61.0,4.0,2.0
0.38,58.0,5.0,2.0
0.76,60.0,4.0,1.0
0.53,57.0,2.0,1.0
1.01,57.0,5.0,1.0
1.0,57.0,5.0,2.0
0.32,58.0,2.0,6.0
0.56,56.0,3.0,6.0
1.54,56.0,3.0,2.0
0.32,58.0,5.0,2.0
0.9,58.0,2.0,4.0
0.9,61.0,2.0,4.0
1.07,54.0,2.0,2.0
1.51,55.0,3.0,1.0
1.2,58.0,2.0,2.0
0.7,57.0,0.0,3.0
0.7,59.0,4.0,5.0
0.45,56.0,3.0,2.0
0.54,59.0,5.0,2.0
0.7,57.0,4.0,1.0
0.43,57.0,3.0,2.0
0.3,54.0,3.0,4.0
1.52,59.0,6.0,3.0
0.71,59.0,4.0,2.0
0.57,56.0,6.0,3.0
0.72,62.0,5.0,2.0
0.9,54.0,1.0,3.0
0.32,55.0,2.0,4.0
0.49,62.0,5.0,5.0
0.55,56.0,4.0,1.0
0.31,56.0,5.0,4.0
0.32,55.0,2.0,3.0
0.33,58.0,2.0,3.0
0.55,54.0,4.0,3.0
1.03,59.0,3.0,2.0
0.31,53.0,6.0,1.0
1.21,57.0,2.0,2.0
0.9,54.0,4.0,2.0
0.9,56.0,5.0,5.0
0.38,56.0,1.0,4.0
0.74,59.0,3.0,1.0
0.3,56.0,3.0,6.0
0.7,56.0,4.0,2.0
0.34,57.0,3.0,4.0
1.2,59.0,3.0,3.0
0.7,59.0,0.0,3.0
2.05,55.0,1.0,1.0
0.73,55.0,2.0,4.0
0.89,56.0,2.0,1.0
0.5,56.0,5.0,2.0
1.52,60.0,3.0,4.0
1.06,56.1,1.0,3.0
1.64,54.0,2.0,3.0
0.59,57.0,4.0,1.0
0.38,57.0,2.0,3.0
1.01,59.0,3.0,1.0
0.3,56.0,4.0,6.0
0.42,57.0,5.0,3.0
0.33,60.0,3.0,3.0
2.03,58.0,1.0,1.0
0.55,57.0,5.0,3.0
0.34,60.0,3.0,3.0
1.21,59.0,2.0,4.0
1.07,60.0,4.0,2.0
1.0,59.0,4.0,2.0
2.09,60.0,2.0,2.0
0.73,56.0,4.0,1.0
2.01,56.0,5.0,1.0
0.29,55.0,4.0,6.0
0.37,60.0,4.0,3.0
0.7,57.0,3.0,2.0
1.25,59.0,3.0,6.0
0.5,61.0,5.0,4.0
1.7,58.0,3.0,2.0
1.21,58.0,1.0,2.0
1.08,59.0,5.0,1.0
0.34,56.0,5.0,4.0
2.02,60.0,1.0,3.0
2.23,55.0,0.0,2.0
1.56,60.0,1.0,2.0
0.55,56.0,2.0,2.0
0.56,57.0,6.0,2.0
0.38,56.0,5.0,5.0
1.06,58.0,2.0,2.0
1.17,58.0,4.0,1.0
1.08,56.0,3.0,3.0
0.41,56.0,5.0,4.0
1.21,57.0,3.0,5.0
1.7,61.0,4.0,3.0
0.3,58.0,0.0,4.0
2.01,59.0,5.0,1.0
1.51,59.0,4.0,2.0
0.32,54.0,2.0,4.0
0.34,56.0,5.0,5.0
1.16,54.0,2.0,4.0
0.3,56.0,6.0,1.0
0.54,57.0,6.0,2.0
0.51,56.0,4.0,2.0
1.53,56.0,3.0,2.0
0.37,58.0,1.0,4.0
0.57,57.0,3.0,4.0
0.82,55.0,1.0,2.0
1.7,57.0,2.0,3.0
0.7,58.0,6.0,1.0
0.43,57.0,6.0,2.0
0.7,57.0,5.0,2.0
1.51,58.0,3.0,3.0
0.23,58.0,5.0,6.0
0.42,56.0,4.0,5.0
1.01,58.0,3.0,2.0
0.52,59.0,5.0,3.0
2.26,58.0,0.0,1.0
1.22,59.0,3.0,1.0
0.54,55.0,4.0,2.0
0.71,59.0,0.0,2.0
0.3,55.0,0.0,4.0
0.74,56.0,3.0,4.0
0.31,58.0,3.0,3.0
1.22,60.0,4.0,2.0
1.02,58.0,5.0,4.0
0.41,56.0,4.0,4.0
0.3,58.0,6.0,2.0
0.3,57.0,2.0,3.0
0.7,56.0,5.0,3.0
0.56,56.0,4.0,4.0
1.2,57.0,1.0,1.0
0.71,57.0,5.0,3.0
0.47,57.0,5.0,2.0
0.31,60.0,3.0,6.0
2.0,54.0,2.0,2.0
0.72,59.0,5.0,3.0
0.34,56.0,5.0,5.0
0.57,57.0,6.0,2.0
0.41,58.0,3.0,3.0
0.42,55.0,4.0,4.0
0.31,57.0,5.0,3.0
0.83,59.0,4.0,2.0
0.33,56.0,3.0,4.0
0.58,56.0,3.0,2.0
0.4,59.0,3.0,6.0
0.7,63.0,0.0,3.0
0.9,60.0,3.0,1.0
0.3,56.0,2.0,3.0
0.71,58.0,5.0,3.0
1.16,62.0,5.0,4.0
1.21,57.0,0.0,2.0
1.12,58.0,1.0,1.0
0.71,55.0,3.0,5.0
0.31,60.0,6.0,2.0
0.41,57.0,5.0,3.0
0.41,55.0,4.0,2.0
0.35,57.0,2.0,5.0
0.3,55.0,3.0,2.0
0.71,59.0,5.0,3.0
0.32,57.0,6.0,3.0
1.0,58.0,3.0,2.0
0.54,56.0,5.0,3.0
1.04,56.0,5.0,1.0
1.5,55.0,2.0,4.0
0.71,56.0,5.0,3.0
0.32,55.0,2.0,5.0
0.6,60.0,3.0,4.0
0.42,57.0,6.0,3.0
1.25,56.0,3.0,7.0
0.37,56.0,6.0,3.0
0.31,55.0,6.0,6.0
0.41,57.0,2.0,6.0
1.37,56.0,1.0,1.0
0.43,57.0,3.0,6.0
0.38,56.0,5.0,6.0
0.53,57.0,5.0,2.0
0.3,56.0,2.0,3.0
0.23,61.0,5.0,6.0
0.4,57.0,3.0,4.0
0.59,55.0,3.0,4.0
1.52,58.0,0.0,3.0
0.5,62.0,3.0,6.0
0.51,61.0,4.0,1.0
0.53,56.0,4.0,4.0
0.31,54.0,3.0,5.0
0.5,57.0,0.0,4.0
1.16,55.0,3.0,2.0
0.34,56.0,3.0,3.0
1.02,60.0,4.0,3.0
0.7,59.0,4.0,2.0
1.11,57.0,3.0,3.0
0.41,55.0,4.0,6.0
1.02,56.0,4.0,3.0
0.9,56.0,6.0,2.0
1.01,56.0,5.0,3.0
0.52,56.0,2.0,4.0
1.01,58.0,3.0,5.0
1.25,58.0,6.0,1.0
1.03,58.0,3.0,7.0
0.3,56.0,2.0,4.0
1.08,57.0,3.0,3.0
0.7,56.0,6.0,2.0
0.52,57.0,6.0,2.0
0.7,57.0,4.0,1.0
0.51,56.0,4.0,6.0
1.15,58.0,6.0,2.0
0.28,59.0,5.0,5.0
1.51,59.0,3.0,3.0
0.32,54.0,6.0,2.0
1.51,57.0,2.0,1.0
0.31,56.0,2.0,4.0
1.01,57.0,2.0,2.0
0.71,54.0,6.0,3.0
1.51,62.0,1.0,5.0
1.55,57.0,1.0,4.0
0.36,58.0,2.0,4.0
1.22,57.0,3.0,4.0
1.01,58.0,5.0,5.0
0.34,62.0,3.0,6.0
0.31,58.0,4.0,3.0
0.31,56.0,6.0,3.0
1.01,56.0,3.0,3.0
0.31,62.0,3.0,7.0
0.3,58.0,6.0,4.0
0.5,61.0,2.0,6.0
1.51,59.0,1.0,3.0
0.38,56.0,4.0,2.0
0.5,57.0,4.0,2.0
1.51,57.0,4.0,2.0
0.41,57.0,4.0,5.0
1.04,58.0,3.0,1.0
0.32,57.0,6.0,3.0
1.5,55.0,6.0,2.0
0.32,53.0,2.0,3.0
0.72,58.0,5.0,2.0
0.71,58.0,1.0,3.0
0.32,57.0,2.0,5.0
1.01,58.0,3.0,2.0
0.51,57.0,5.0,2.0
1.5,62.0,4.0,2.0
1.54,57.0,5.0,2.0
1.01,58.0,5.0,1.0
0.32,57.0,3.0,2.0
0.55,58.0,3.0,2.0
1.25,62.0,3.0,1.0
1.0,57.0,5.0,1.0
0.31,57.0,4.0,3.0
0.7,58.0,6.0,2.0
0.37,55.0,5.0,2.0
1.18,55.0,6.0,2.0
1.01,54.0,2.0,2.0
0.9,57.0,6.0,2.0
1.21,60.0,3.0,3.0
0.3,58.0,2.0,6.0
0.31,55.0,2.0,5.0
0.32,57.0,2.0,3.0
0.31,57.0,4.0,3.0
2.0,55.0,2.0,1.0
1.31,58.0,0.0,2.0
1.7,57.0,5.0,3.0
0.7,57.0,3.0,3.0
0.32,55.0,2.0,5.0
0.71,59.0,4.0,2.0
0.7,56.0,5.0,1.0
0.9,58.0,2.0,2.0
1.28,56.0,1.0,4.0
0.7,56.0,4.0,2.0
1.01,58.0,0.0,2.0
1.0,61.0,3.0,3.0
0.57,56.0,3.0,5.0
1.5,57.0,3.0,2.0
2.0,57.0,1.0,4.0
0.3,54.0,5.0,2.0
0.76,56.0,1.0,4.0
1.05,57.0,1.0,3.0
0.7,56.0,4.0,3.0
1.06,57.0,1.0,2.0
0.43,56.0,0.0,4.0
0.71,55.0,5.0,1.0
1.01,59.0,3.0,1.0
1.73,57.0,1.0,4.0
1.01,58.0,4.0,2.0
1.52,58.0,2.0,2.0
1.01,57.0,4.0,4.0
1.54,61.0,1.0,1.0
0.9,61.0,2.0,3.0
0.34,56.0,6.0,2.0
1.01,56.0,3.0,3.0
1.01,56.0,3.0,3.0
1.05,56.0,3.0,3.0
1.01,60.0,1.0,3.0
0.71,59.0,4.0,2.0
0.3,55.0,3.0,6.0
1.01,61.0,2.0,1.0
0.31,58.0,5.0,2.0
0.3,55.0,1.0,2.0
0.51,57.0,3.0,5.0
1.51,58.0,5.0,2.0
1.23,57.0,3.0,4.0
0.4,57.0,5.0,2.0
0.31,55.0,2.0,2.0
0.58,58.0,6.0,2.0
0.71,57.0,1.0,2.0
1.02,60.0,5.0,1.0
2.14,59.0,0.0,4.0
1.06,57.0,4.0,1.0
1.2,58.0,2.0,3.0
0.32,58.0,4.0,4.0
0.4,59.0,5.0,5.0
2.04,56.0,0.0,1.0
0.7,57.0,4.0,4.0
0.53,55.0,5.0,1.0
0.71,54.0,3.0,2.0
0.41,55.0,5.0,4.0
0.31,54.0,4.0,7.0
0.9,59.0,6.0,1.0
0.53,54.0,5.0,5.0
0.56,55.0,4.0,3.0
0.33,57.0,4.0,3.0
1.01,57.0,2.0,2.0
1.01,58.0,4.0,3.0
0.3,57.0,2.0,5.0
0.91,58.0,4.0,2.0
0.3,56.0,6.0,7.0
1.58,56.0,3.0,3.0
0.36,57.0,4.0,4.0
2.14,57.0,0.0,1.0
0.9,62.0,4.0,2.0
0.43,58.0,2.0,4.0
0.52,57.0,6.0,4.0
1.51,60.0,3.0,2.0
0.53,57.0,6.0,4.0
0.4,57.0,5.0,2.0
1.5,57.0,2.0,4.0
1.09,59.0,2.0,2.0
0.34,55.0,3.0,5.0
1.07,56.0,3.0,2.0
0.31,57.0,3.0,7.0
1.02,59.0,6.0,1.0
0.92,61.0,6.0,2.0
2.0,57.0,0.0,1.0
0.53,56.0,3.0,4.0
0.5,59.0,3.0,1.0
0.76,55.0,4.0,6.0
0.33,58.0,3.0,3.0
1.04,57.0,1.0,3.0
0.56,57.0,4.0,2.0
0.8,60.0,6.0,2.0
1.07,58.0,3.0,3.0
1.03,57.0,4.0,3.0
0.31,57.0,6.0,3.0
1.08,56.0,4.0,2.0
1.02,58.0,3.0,4.0
1.34,56.0,2.0,4.0
2.03,59.0,2.0,2.0
1.1,58.0,1.0,2.0
0.33,54.0,5.0,4.0
0.71,59.0,1.0,4.0
0.33,58.0,5.0,3.0
0.3,56.0,5.0,5.0
1.51,57.0,1.0,6.0
0.53,58.0,5.0,3.0
0.34,56.0,5.0,2.0
0.8,57.0,4.0,2.0
0.71,55.0,5.0,3.0
0.7,59.0,5.0,3.0
0.53,57.0,5.0,3.0
0.55,55.0,3.0,2.0
1.01,57.0,2.0,2.0
0.51,56.0,5.0,2.0
1.29,59.0,1.0,3.0
0.4,57.0,4.0,4.0
0.4,56.0,5.0,4.0
2.02,61.0,0.0,1.0
0.32,58.0,2.0,3.0
2.03,60.0,0.0,4.0
1.02,56.0,2.0,2.0
2.11,57.0,2.0,2.0
0.7,59.0,5.0,1.0
1.51,58.0,2.0,2.0
0.34,56.0,1.0,2.0
1.74,59.0,6.0,1.0
1.5,57.0,0.0,2.0
1.04,56.0,3.0,2.0
1.06,57.0,3.0,5.0
0.4,59.0,3.0,3.0
0.32,59.0,2.0,4.0
0.51,57.0,6.0,2.0
0.3,59.0,4.0,6.0
0.7,59.0,4.0,2.0
0.3,58.0,5.0,5.0
0.55,56.0,5.0,2.0
0.31,56.0,6.0,2.0
0.5,55.0,3.0,4.0
0.77,56.0,5.0,4.0
0.31,56.0,6.0,5.0
0.4,60.0,3.0,3.0
0.54,59.0,5.0,4.0
1.04,57.0,3.0,2.0
0.56,56.0,6.0,3.0
1.01,56.0,4.0,5.0
1.04,55.0,5.0,4.0
0.8,56.0,1.0,3.0
0.71,59.0,3.0,3.0
1.0,60.0,3.0,2.0
0.81,57.0,3.0,1.0
1.01,57.0,2.0,1.0
0.7,57.0,5.0,3.0
0.71,59.0,5.0,2.0
1.04,56.0,4.0,3.0
0.33,56.0,4.0,5.0
0.75,57.0,2.0,1.0
0.9,60.0,0.0,3.0
1.01,62.0,3.0,4.0
1.51,60.0,3.0,3.0
0.51,57.7,6.0,3.0
1.03,58.0,2.0,2.0
1.01,59.0,4.0,2.0
1.2,57.0,3.0,3.0
0.41,59.0,4.0,5.0
0.73,57.0,3.0,2.0
1.52,57.0,6.0,3.0
0.38,55.0,1.0,4.0
1.1,61.0,6.0,1.0
0.53,55.0,3.0,1.0
1.01,61.0,4.0,1.0
0.94,56.0,3.0,1.0
1.5,58.0,2.0,4.0
0.4,56.0,5.0,6.0
0.3,58.0,2.0,3.0
0.62,56.0,5.0,2.0
1.01,55.0,2.0,2.0
0.91,56.0,1.0,2.0
1.29,55.0,3.0,2.0
1.5,58.0,3.0,2.0
0.54,60.0,6.0,2.0
1.02,59.0,5.0,1.0
0.31,61.0,5.0,1.0
0.35,56.0,4.0,3.0
0.53,55.0,5.0,3.0
1.01,56.0,5.0,3.0
0.53,56.0,4.0,4.0
0.33,56.0,1.0,4.0
1.5,57.0,2.0,2.0
0.41,56.0,3.0,3.0
1.15,59.0,2.0,4.0
0.77,57.0,5.0,2.0
1.32,58.0,3.0,3.0
1.51,59.0,5.0,1.0
0.3,59.0,6.0,3.0
1.2,57.0,6.0,3.0
0.4,57.0,3.0,2.0
1.5,58.0,3.0,2.0
0.39,57.0,5.0,4.0
1.0,58.0,6.0,2.0
1.5,58.0,4.0,2.0
0.76,55.0,5.0,3.0
0.51,56.0,5.0,2.0
0.71,57.0,5.0,2.0
1.51,56.0,1.0,2.0
0.31,56.0,3.0,2.0
2.03,56.0,5.0,1.0
0.44,57.0,4.0,3.0
1.02,57.0,5.0,3.0
0.41,58.0,4.0,4.0
1.02,58.0,1.0,2.0
0.71,59.0,2.0,1.0
1.12,58.0,2.0,3.0
0.71,60.0,4.0,3.0
1.01,57.0,5.0,1.0
0.93,57.0,2.0,2.0
0.81,57.0,4.0,2.0
1.51,59.0,3.0,3.0
0.31,54.0,6.0,5.0
1.03,57.0,4.0,3.0
1.22,57.0,2.0,3.0
0.72,57.0,6.0,1.0
0.38,54.0,2.0,7.0
0.41,55.0,5.0,4.0
0.34,57.0,6.0,2.0
0.32,54.0,3.0,3.0
0.4,56.0,1.0,3.0
0.3,54.0,6.0,3.0
0.32,59.0,2.0,5.0
0.51,57.0,6.0,3.0
0.56,59.0,5.0,3.0
1.21,56.0,5.0,4.0
0.41,58.0,6.0,4.0
0.54,55.0,6.0,3.0
2.02,56.0,0.0,4.0
0.33,54.0,3.0,6.0
2.24,56.0,2.0,1.0
0.42,56.0,5.0,3.0
0.3,58.0,3.0,5.0
0.42,56.0,5.0,2.0
0.32,54.0,5.0,6.0
0.3,57.0,4.0,7.0
0.7,56.0,4.0,4.0
1.01,56.0,3.0,4.0
0.36,58.0,5.0,5.0
1.51,59.0,1.0,2.0
0.32,57.0,2.0,6.0
0.3,55.0,3.0,4.0
0.32,58.0,2.0,4.0
0.7,58.0,5.0,2.0
0.93,61.0,6.0,1.0
0.3,57.0,6.0,3.0
0.61,59.0,5.0,3.0
1.01,59.0,2.0,2.0
0.42,56.0,3.0,3.0
0.57,57.0,5.0,2.0
1.7,55.0,1.0,4.0
0.73,58.0,6.0,4.0
1.19,59.0,3.0,7.0
1.01,56.0,0.0,3.0
0.71,54.0,2.0,6.0
0.57,56.0,4.0,4.0
0.52,61.0,2.0,2.0
2.01,59.0,1.0,1.0
1.06,56.0,2.0,2.0
0.51,58.0,4.0,2.0
1.05,56.0,3.0,5.0
1.54,58.0,6.0,1.0
0.5,59.0,2.0,2.0
1.17,56.0,5.0,2.0
1.0,55.0,1.0,3.0
0.7,58.0,4.0,3.0
0.75,58.0,6.0,1.0
1.02,57.0,2.0,4.0
0.7,60.0,6.0,2.0
1.0,59.0,3.0,4.0
0.71,59.0,6.0,1.0
1.07,59.0,6.0,1.0
1.02,57.0,6.0,3.0
0.4,56.0,5.0,5.0
0.44,57.0,3.0,6.0
0.47,56.0,5.0,3.0
0.32,56.0,6.0,1.0
1.02,57.0,4.0,4.0
0.3,57.0,4.0,2.0
0.41,58.0,4.0,5.0
0.78,57.0,4.0,2.0
0.46,55.0,5.0,3.0
1.06,56.0,1.0,3.0
1.2,57.0,3.0,3.0
0.51,55.0,2.0,2.0
2.01,61.0,1.0,1.0
1.52,59.0,3.0,3.0
0.3,57.0,3.0,6.0
0.43,55.0,3.0,4.0
0.36,55.0,5.0,2.0
0.51,59.0,0.0,4.0
1.15,54.0,4.0,3.0
0.31,56.0,5.0,5.0
0.9,59.0,6.0,1.0
2.01,59.0,4.0,1.0
1.51,58.0,0.0,3.0
0.31,56.0,3.0,3.0
0.7,62.0,6.0,3.0
0.71,57.0,4.0,2.0
0.75,56.0,4.0,3.0
1.0,67.0,4.0,2.0
0.33,55.0,1.0,4.0
1.01,59.0,4.0,5.0
0.71,60.0,1.0,3.0
1.5,60.0,0.0,4.0
0.25,54.0,3.0,4.0
0.7,56.0,5.0,2.0
0.3,57.0,3.0,5.0
0.72,56.0,2.0,3.0
0.73,56.0,6.0,1.0
0.71,57.0,1.0,4.0
0.31,55.0,3.0,2.0
0.3,56.0,5.0,7.0
1.34,58.0,1.0,2.0
1.08,56.0,2.0,2.0
0.8,56.0,5.0,4.0
1.51,59.0,0.0,4.0
0.29,55.0,6.0,5.0
0.32,55.0,4.0,3.0
1.06,55.0,2.0,2.0
0.9,59.0,1.0,2.0
1.01,57.0,3.0,6.0
1.51,57.0,4.0,4.0
0.32,61.0,3.0,2.0
0.31,58.0,5.0,4.0
0.31,57.0,4.0,3.0
0.59,55.0,5.0,2.0
0.7,57.0,3.0,4.0
1.03,59.0,5.0,1.0
0.25,55.0,5.0,5.0
0.31,56.0,5.0,3.0
0.77,57.0,3.0,2.0
0.84,62.0,4.0,3.0
0.73,56.0,2.0,6.0
0.81,57.0,5.0,4.0
1.0,54.0,4.0,4.0
1.04,55.0,0.0,1.0
0.34,57.0,2.0,3.0
0.76,58.0,4.0,1.0
1.07,57.0,3.0,4.0
0.54,56.0,5.0,3.0
0.91,58.0,2.0,1.0
0.54,59.0,6.0,3.0
0.3,57.0,5.0,5.0
0.33,57.0,3.0,5.0
0.9,56.0,3.0,2.0
2.01,60.0,2.0,3.0
0.5,58.0,2.0,3.0
2.02,56.0,2.0,2.0
1.56,62.0,1.0,2.0
1.4,56.0,3.0,3.0
0.52,57.0,4.0,1.0
